t,open,high,low,close,volume,date_vn
1785133500,1828.43,1829.22,1827.62,1827.9,869439,2026-07-27
1785133560,1828.31,1829.2,1827.65,1828.78,1222079,2026-07-27
1785133620,1828.7,1828.95,1827.79,1828.95,1567366,2026-07-27
1785133680,1827.99,1829.69,1827.99,1829.17,1239868,2026-07-27
1785133740,1829.26,1829.62,1828.85,1829.15,1020061,2026-07-27
1785133800,1829.47,1829.48,1828.52,1829.1,682500,2026-07-27
1785133860,1829.59,1829.59,1828.16,1828.16,663688,2026-07-27
1785133920,1827.86,1828.13,1827.28,1828.01,905834,2026-07-27
1785133980,1829.01,1829.01,1827.37,1827.93,1257368,2026-07-27
1785134040,1827.82,1828.16,1827.26,1827.58,895834,2026-07-27
1785134100,1828.13,1829.16,1828.09,1828.6,1098758,2026-07-27
1785134160,1828.41,1828.66,1827.8,1828.35,1046626,2026-07-27
1785134220,1828.51,1828.54,1827.33,1827.33,675631,2026-07-27
1785134280,1827.59,1827.86,1827.21,1827.61,725347,2026-07-27
1785134340,1827.63,1828.1,1827.36,1828.05,1082404,2026-07-27
1785134400,1827.91,1828.11,1827.3,1828.01,545259,2026-07-27
1785134460,1827.4,1828.73,1827.4,1827.93,705637,2026-07-27
1785134520,1827.71,1828.6,1827.71,1828.43,667772,2026-07-27
1785134580,1828.14,1828.7,1827.75,1827.78,530446,2026-07-27
1785134640,1827.66,1828.82,1827.66,1828.23,570064,2026-07-27
1785134700,1828.77,1829.26,1827.91,1828.4,775642,2026-07-27
1785134760,1828.44,1829.5,1828.44,1829.48,437090,2026-07-27
1785134820,1829.23,1829.81,1828.75,1829.81,758426,2026-07-27
1785134880,1828.78,1830.79,1828.78,1830.79,973199,2026-07-27
1785134940,1830.17,1830.76,1829.82,1829.98,903938,2026-07-27
1785135000,1829.88,1831.66,1829.88,1830.89,1319029,2026-07-27
1785135060,1831.04,1831.21,1829.82,1830.73,1413458,2026-07-27
1785135120,1830.47,1831.87,1830.31,1831.08,631555,2026-07-27
1785135180,1831.17,1831.89,1829.78,1829.78,883548,2026-07-27
1785135240,1830.16,1830.16,1828.63,1828.7,788120,2026-07-27
1785135300,1828.67,1829.77,1828.67,1829.16,352553,2026-07-27
1785135360,1829.21,1829.84,1828.72,1829.84,532518,2026-07-27
1785135420,1829.48,1830.11,1829.12,1829.31,1240370,2026-07-27
1785135480,1829.97,1830.26,1829.49,1830.0,651528,2026-07-27
1785135540,1830.41,1830.53,1829.69,1830.4,846560,2026-07-27
1785135600,1830.48,1830.58,1829.8,1830.37,704436,2026-07-27
1785135660,1830.22,1830.62,1829.32,1829.32,1339625,2026-07-27
1785135720,1829.72,1829.74,1828.92,1829.27,865515,2026-07-27
1785135780,1829.21,1830.8,1829.21,1829.78,826264,2026-07-27
1785135840,1831.21,1831.21,1829.91,1829.94,1348200,2026-07-27
1785135900,1830.06,1831.26,1829.4,1829.4,704958,2026-07-27
1785135960,1829.75,1830.73,1828.91,1829.51,529100,2026-07-27
1785136020,1829.63,1829.63,1828.27,1828.91,828395,2026-07-27
1785136080,1829.5,1829.7,1828.64,1829.22,862363,2026-07-27
1785136140,1828.8,1830.18,1828.52,1829.36,674228,2026-07-27
1785136200,1828.75,1829.09,1828.31,1828.72,664631,2026-07-27
1785136260,1828.72,1829.47,1828.72,1829.18,695266,2026-07-27
1785136320,1828.74,1828.82,1828.39,1828.53,2163393,2026-07-27
1785136380,1827.99,1828.63,1826.74,1827.35,1976946,2026-07-27
1785136440,1826.99,1827.14,1826.23,1826.23,1992213,2026-07-27
1785136500,1825.73,1826.65,1824.51,1824.51,1395003,2026-07-27
1785136560,1824.49,1825.35,1824.19,1824.19,2246788,2026-07-27
1785136620,1824.04,1824.22,1823.17,1823.17,2257128,2026-07-27
1785136680,1822.97,1823.86,1822.97,1823.07,1118131,2026-07-27
1785136740,1823.07,1823.81,1822.31,1822.7,1447951,2026-07-27
1785136800,1821.93,1822.69,1821.17,1821.17,1881147,2026-07-27
1785136860,1821.3,1821.76,1820.67,1821.41,1894913,2026-07-27
1785136920,1820.53,1821.44,1820.45,1821.01,1514181,2026-07-27
1785136980,1820.62,1821.94,1820.62,1820.67,1372395,2026-07-27
1785137040,1821.24,1821.36,1820.47,1821.36,1521738,2026-07-27
1785137100,1820.77,1820.77,1819.65,1819.65,2510212,2026-07-27
1785137160,1819.65,1819.65,1817.85,1818.0,2837768,2026-07-27
1785137220,1817.05,1817.89,1813.95,1814.4,4266033,2026-07-27
1785137280,1813.55,1813.55,1811.71,1811.92,4989095,2026-07-27
1785137340,1811.7,1811.97,1810.65,1811.77,4732731,2026-07-27
1785137400,1811.07,1811.07,1811.07,1811.07,473612,2026-07-27
1785137520,1804.71,1804.71,1804.71,1804.71,0,2026-07-27
1785137640,1799.64,1799.64,1799.64,1799.64,0,2026-07-27
1785137940,1795.98,1795.98,1795.36,1795.36,0,2026-07-27
1785138060,1796.01,1796.01,1796.01,1796.01,0,2026-07-27
1785138300,1809.39,1809.39,1806.5,1806.5,38365183,2026-07-27
